view_link,download_link,title,description,fname,tags
https://bigsoundbank.com/detail-0767-french-dial-tone-call.html,https://bigsoundbank.com/UPLOAD/wav/0767.wav,French dial tone : Call,French dial tone. 440 Hz.,0767.wav,
https://bigsoundbank.com/detail-1080-parisian-ring-road.html,https://bigsoundbank.com/UPLOAD/wav/1080.wav,Parisian ring road,"Noise of the Parisian ring road when the traffic is dense and difficult. Sound from the open window of my car, rolling.",1080.wav,
https://bigsoundbank.com/detail-1373-mechanical-alarm-clock-short-ring.html,https://bigsoundbank.com/UPLOAD/wav/1373.wav,"Mechanical alarm clock, short ring",Mechanical ringing of an old alarm clock.,1373.wav,
https://bigsoundbank.com/detail-0265-beach-small-waves.html,https://bigsoundbank.com/UPLOAD/wav/0265.wav,Beach: small waves,"Beach: small waves, eddies, deaf roar of the sea in the distance.",0265.wav,
https://bigsoundbank.com/detail-1470-nocturnal-insects-4.html,https://bigsoundbank.com/UPLOAD/wav/1470.wav,Nocturnal insects 4,"Nocturnal insects. Wind in a hedge. Harvesters and roads in the distance. At 1 am on July 30, 2019 in France.",1470.wav,
https://bigsoundbank.com/detail-1702-apartment-door-opening-1.html,https://bigsoundbank.com/UPLOAD/wav/1702.wav,"Apartment door, opening 1",Opening of a Parisian apartment door. Grinding.,1702.wav,
https://bigsoundbank.com/detail-0886-siren-french-gendarmerie.html,https://bigsoundbank.com/UPLOAD/wav/0886.wav,"Gendarmerie, outdoor siren","Two-tone siren of the French Gendarmerie, recorded outside the vehicle.",0886.wav,
https://bigsoundbank.com/detail-2397-cicada-1-long.html,https://bigsoundbank.com/UPLOAD/wav/2397.wav,"Cicada 1, long",Song of a cicada. Long version.,2397.wav,
https://bigsoundbank.com/detail-2371-screeching-tires-4.html,https://bigsoundbank.com/UPLOAD/wav/2371.wav,Screeching tires 4,Squealing of 4 car tires.,2371.wav,
https://bigsoundbank.com/detail-0956-crows-2.html,https://bigsoundbank.com/UPLOAD/wav/0956.wav,Crows 2,Two crows give the reply.,0956.wav,
https://bigsoundbank.com/detail-0092-metro-paris-2.html,https://bigsoundbank.com/UPLOAD/wav/0092.wav,"Metro, Paris 2","Rolling, slow and stop",0092.wav,
https://bigsoundbank.com/detail-0831-fireworks.html,https://bigsoundbank.com/UPLOAD/wav/0831.wav,Fireworks 1,"Fireworks in the city, Polinyà de Xúquer, Spain.",0831.wav,
https://bigsoundbank.com/detail-1447-small-waves-froth-and-beach.html,https://bigsoundbank.com/UPLOAD/wav/1447.wav,"Small waves, froth and beach",,1447.wav,
https://bigsoundbank.com/detail-1985-pistol-cocking-2.html,https://bigsoundbank.com/UPLOAD/wav/1985.wav,"Pistol, cocking 2",Manual cocking of a semi-automatic pistol by retracting the breech.,1985.wav,
https://bigsoundbank.com/detail-1144-countdown-talkie-in-english.html,https://bigsoundbank.com/UPLOAD/wav/1144.wav,"Countdown, talkie, in english","Countdown from 10 to 0, in english (with french accent), in a walkie-talkie.",1144.wav,
https://bigsoundbank.com/detail-0164-turned-page.html,https://bigsoundbank.com/UPLOAD/wav/0164.wav,Turned page,Page of a book being turned.,0164.wav,
https://bigsoundbank.com/detail-0031-fireplace-2.html,https://bigsoundbank.com/UPLOAD/wav/0031.wav,Fireplace 2,,0031.wav,
https://bigsoundbank.com/detail-1673-robin-7.html,https://bigsoundbank.com/UPLOAD/wav/1673.wav,Robin 7,"Song of robin, a garden bird. He cries from a tree, spacing his songs for 2 to 3 seconds, then stops, changes his tree and starts again a few dozen times and so on around his territory.",1673.wav,
https://bigsoundbank.com/detail-0407-eat-a-rusk.html,https://bigsoundbank.com/UPLOAD/wav/0407.wav,Eat a rusk,Eat a rusk,0407.wav,
https://bigsoundbank.com/detail-0842-never-again.html,https://bigsoundbank.com/UPLOAD/wav/0842.wav,Never Again,,0842.wav,
https://bigsoundbank.com/detail-0606-step-shoe-on-stone-staircase.html,https://bigsoundbank.com/UPLOAD/wav/0606.wav,"Step, shoe on stone staircase",Steps of shoes on a stone staircase.,0606.wav,
https://bigsoundbank.com/detail-0263-helicopter-1.html,https://bigsoundbank.com/UPLOAD/wav/0263.wav,Helicopter 1,Noise of a helicopter. Recording from inside. Wind noise in the paddles. Low and muffled. Sound is difficult loopable.,0263.wav,
https://bigsoundbank.com/detail-1890-meow-cat-2.html,https://bigsoundbank.com/UPLOAD/wav/1890.wav,Meow cat 2,A meowing cat.,1890.wav,
https://bigsoundbank.com/detail-1832-pneumatic-horn-double-3.html,https://bigsoundbank.com/UPLOAD/wav/1832.wav,"Pneumatic horn, double 3",Two presses on a pneumatic horn.,1832.wav,
https://bigsoundbank.com/detail-1633-flag-in-the-wind-2.html,https://bigsoundbank.com/UPLOAD/wav/1633.wav,Flag in the wind 2,"Sound of a flag flying in the wind. Noise in the hands, with a fabric.",1633.wav,
https://bigsoundbank.com/detail-0440-cock-song-1.html,https://bigsoundbank.com/UPLOAD/wav/0440.wav,Cock song 1,Cock song 1,0440.wav,
https://bigsoundbank.com/detail-2453-body-fall-2.html,https://bigsoundbank.com/UPLOAD/wav/2453.wav,Body fall 2,"A human falling on a tiled floor, indoors. Thanks to Kellian F. and Yoann B.",2453.wav,
https://bigsoundbank.com/detail-1193-cutlery-manipulations-on-plate.html,https://bigsoundbank.com/UPLOAD/wav/1193.wav,"Cutlery, manipulations on plate",A fork and a knife handled several times on a plate.,1193.wav,
https://bigsoundbank.com/detail-0489-strident-laughter.html,https://bigsoundbank.com/UPLOAD/wav/0489.wav,Strident laughter,Strident laughter,0489.wav,
https://bigsoundbank.com/detail-0303-grinding-metal-gate-1.html,https://bigsoundbank.com/UPLOAD/wav/0303.wav,Grinding metal gate 1,,0303.wav,
https://bigsoundbank.com/detail-0171-woman-takes-a-shower.html,https://bigsoundbank.com/UPLOAD/wav/0171.wav,Woman takes a shower,"A woman takes a shower in a bathtub, the shower head is moving through a flexible.",0171.wav,
https://bigsoundbank.com/detail-1440-chene-fauteuil-from-senonches-france.html,https://bigsoundbank.com/UPLOAD/wav/1440.wav,"Forest, France 2","Ambiance sound from the ""Chêne Fauteuil"", a remarkable large oak, in the forest of Senonches, Eure et Loir (28), France. Birds, wind, rumors.",1440.wav,
https://bigsoundbank.com/detail-0362-great-page-that-turns-1.html,https://bigsoundbank.com/UPLOAD/wav/0362.wav,Great page that turns 1,Page of a book (grimoire or journal) that is turned slowly. Great page.,0362.wav,
https://bigsoundbank.com/detail-1800-whoosh-7.html,https://bigsoundbank.com/UPLOAD/wav/1800.wav,Whoosh 7,Whoosh made with a metal tube.,1800.wav,
https://bigsoundbank.com/detail-0281-motorcycle.html,https://bigsoundbank.com/UPLOAD/wav/0281.wav,Motorcycle,"Starting a motorcycle, some accelerations and motor extinction.",0281.wav,
https://bigsoundbank.com/detail-0978-hens-lays.html,https://bigsoundbank.com/UPLOAD/wav/0978.wav,Hens lays,Song of two hens laying.,0978.wav,
https://bigsoundbank.com/detail-1372-tic-tac-mechanical-alarm-clock.html,https://bigsoundbank.com/UPLOAD/wav/1372.wav,Tic Tac mechanical alarm clock 1,,1372.wav,
https://bigsoundbank.com/detail-0370-children-in-the-street.html,https://bigsoundbank.com/UPLOAD/wav/0370.wav,Children in the street,"About 25 children, two teachers and two companions, crossing a street. City atmosphere, children and some bird calls.",0370.wav,
https://bigsoundbank.com/detail-2179-audio-cassette-back-music-13.html,https://bigsoundbank.com/UPLOAD/wav/2179.wav,Audio cassette: Back music 13,Rewinding an audio cassette while playing a music recording.,2179.wav,
https://bigsoundbank.com/detail-2390-paparazzi-2.html,https://bigsoundbank.com/UPLOAD/wav/2390.wav,Paparazzi 2,3 paparazzi cameras that shoot your star. To be set at low volume at the same time as a sound environment.,2390.wav,
https://bigsoundbank.com/detail-0916-barking-dog.html,https://bigsoundbank.com/UPLOAD/wav/0916.wav,Barking dog,Big dog barking at 2 meters from the stereo microphone.,0916.wav,
https://bigsoundbank.com/detail-1713-little-parisian-street.html,https://bigsoundbank.com/UPLOAD/wav/1713.wav,Little Parisian street,"Daytime atmosphere in the ""rue des croissants"" in Paris.",1713.wav,
https://bigsoundbank.com/detail-1347-village-city-center-2.html,https://bigsoundbank.com/UPLOAD/wav/1347.wav,"Village, city center 2","Town center of a small country village, Manou, in Perche, France. Half April.",1347.wav,
https://bigsoundbank.com/detail-0335-machine-language.html,https://bigsoundbank.com/UPLOAD/wav/0335.wav,machine language,Language sound of a machine or a computer. Science fiction.,0335.wav,
https://bigsoundbank.com/detail-0105-punch.html,https://bigsoundbank.com/UPLOAD/wav/0105.wav,Punch 1,"A punch followed by a ""tiens"".",0105.wav,
https://bigsoundbank.com/detail-1348-forest-2.html,https://bigsoundbank.com/UPLOAD/wav/1348.wav,Forest 2,"At the entrance to a forest near Manou, in Perche, France. Mid April.",1348.wav,
https://bigsoundbank.com/detail-0253-fixed-telephone-ring-4.html,https://bigsoundbank.com/UPLOAD/wav/0253.wav,Fixed telephone ring 4,Ringing of a phone.,0253.wav,
https://bigsoundbank.com/detail-0223-door-slamming-2.html,https://bigsoundbank.com/UPLOAD/wav/0223.wav,Door slamming 2,Door slamming.,0223.wav,
https://bigsoundbank.com/detail-1253-steps-in-the-grass-slow.html,https://bigsoundbank.com/UPLOAD/wav/1253.wav,"Steps in the grass, slow",Many slow steps in the grass. Easy to loop.,1253.wav,
https://bigsoundbank.com/detail-0936-long-eared-owl-1.html,https://bigsoundbank.com/UPLOAD/wav/0936.wav,Long-eared owl 1,,0936.wav,
https://bigsoundbank.com/detail-1529-splash-small-1.html,https://bigsoundbank.com/UPLOAD/wav/1529.wav,"Splash, small 1","Small ""splash"" of a small stone thrown into a pond.",1529.wav,
https://bigsoundbank.com/detail-1664-howling-of-a-boy.html,https://bigsoundbank.com/UPLOAD/wav/1664.wav,howling of a boy 1,Howling of a boy of 2 years and a half.,1664.wav,
https://bigsoundbank.com/detail-0648-champagne-cork-2.html,https://bigsoundbank.com/UPLOAD/wav/0648.wav,Champagne cork 2,Champagne cork that pops.,0648.wav,
https://bigsoundbank.com/detail-1489-drumsticks-2.html,https://bigsoundbank.com/UPLOAD/wav/1489.wav,Drumsticks 2,Four shocks between two wooden drumsticks. Like before a piece of rock music. Tempo of 120 bpm.,1489.wav,
https://bigsoundbank.com/detail-1798-whoosh-10.html,https://bigsoundbank.com/UPLOAD/wav/1798.wav,Whoosh 10,Whoosh made with a large bamboo stick.,1798.wav,
https://bigsoundbank.com/detail-1734-quick-keyboard.html,https://bigsoundbank.com/UPLOAD/wav/1734.wav,Quick keyboard,Quick noise from the keys of an computer keyboard.,1734.wav,
https://bigsoundbank.com/detail-1269-industrial-doorbell.html,https://bigsoundbank.com/UPLOAD/wav/1269.wav,Industrial doorbell 1,One second of industrial bell. Like those found in theaters or factories.,1269.wav,
https://bigsoundbank.com/detail-1022-fall-of-stone.html,https://bigsoundbank.com/UPLOAD/wav/1022.wav,Fall of stone,Many noises of pebbles falling. They are between 1 and 3 kg each and fall about 50 cm on a pile of stone.,1022.wav,
https://bigsoundbank.com/detail-2174-audio-cassette-back-music-8.html,https://bigsoundbank.com/UPLOAD/wav/2174.wav,Audio cassette: Back music 8,Rewinding an audio cassette while playing a music recording.,2174.wav,
https://bigsoundbank.com/detail-2138-stopwatch-2.html,https://bigsoundbank.com/UPLOAD/wav/2138.wav,Stopwatch 2,Two beats per second of a stopwatch. Easy to loop.,2138.wav,
https://bigsoundbank.com/detail-2360-grinding-metal-barrier-closure-3.html,https://bigsoundbank.com/UPLOAD/wav/2360.wav,Metal barrier: Closure 3,Closure of a large metal barn barrier. Slamming.,2360.wav,
https://bigsoundbank.com/detail-1309-cardiac-arrest-electrocardiogram-1.html,https://bigsoundbank.com/UPLOAD/wav/1309.wav,"Cardiac arrest, electrocardiogram 1",Beeps an electrocardiogram during cardiac arrest. This sound was made on computer. It is a square wave of frequency 475 Hz.,1309.wav,
https://bigsoundbank.com/detail-2030-2-tons-siren-passage.html,https://bigsoundbank.com/UPLOAD/wav/2030.wav,"2 tons siren, passage","Two-tone siren. Doppler-Fizeau effect of a passage from left to right, made by computer. No engine noise, it's up to you to choose the noise of your vehicle according to your project.",2030.wav,
https://bigsoundbank.com/detail-2349-sheep-7.html,https://bigsoundbank.com/UPLOAD/wav/2349.wav,Sheep 7,A sheep bleating recorded under metal shelters (slight reverberation).,2349.wav,
https://bigsoundbank.com/detail-0289-horses.html,https://bigsoundbank.com/UPLOAD/wav/0289.wav,Horses,,0289.wav,
https://bigsoundbank.com/detail-0812-applause-about-25-50-people-1.html,https://bigsoundbank.com/UPLOAD/wav/0812.wav,,,0812.wav,
https://bigsoundbank.com/detail-0208-on-snow.html,https://bigsoundbank.com/UPLOAD/wav/0208.wav,On snow,,0208.wav,
https://bigsoundbank.com/detail-1631-microwave-bell.html,https://bigsoundbank.com/UPLOAD/wav/1631.wav,Microwave bell,The ding of a bell of a microwave.,1631.wav,
https://bigsoundbank.com/detail-0396-the-sncf-jingle.html,https://bigsoundbank.com/UPLOAD/wav/0396.wav,SNCF Jingle,,0396.wav,
https://bigsoundbank.com/detail-0147-whistling-of-the-wind-1.html,https://bigsoundbank.com/UPLOAD/wav/0147.wav,Whistling of the wind 1,,0147.wav,
https://bigsoundbank.com/detail-0900-train-passes.html,https://bigsoundbank.com/UPLOAD/wav/0900.wav,Train passes,Train passing before me. He is small. He passes slowly as it stops nearby.,0900.wav,
https://bigsoundbank.com/detail-0019-applause-150-people.html,https://bigsoundbank.com/UPLOAD/wav/0019.wav,Applause: 150 people,Applause: A crowd of 150 people. No hissing or shouting: the sound is pure.,0019.wav,
https://bigsoundbank.com/detail-1758-star-wars-blaster-2.html,https://bigsoundbank.com/UPLOAD/wav/1758.wav,Star Wars Blaster 2,,1758.wav,
https://bigsoundbank.com/detail-0555-forest-at-night-after-rain.html,https://bigsoundbank.com/UPLOAD/wav/0555.wav,Forest at night after rain,Soundscape. Night in the forest after the rain. Highway noise away.,0555.wav,
https://bigsoundbank.com/detail-1312-email-sent.html,https://bigsoundbank.com/UPLOAD/wav/1312.wav,Email sent,Noise from an email sent from an Apple branded device.,1312.wav,
https://bigsoundbank.com/detail-0642-intermission-at-the-palace-theater.html,https://bigsoundbank.com/UPLOAD/wav/0642.wav,Intermission at the Palace Theater,Intermission during the performance of Singing in the Rain at the Palace Theater in London.,0642.wav,
https://bigsoundbank.com/detail-0082-timer-2.html,https://bigsoundbank.com/UPLOAD/wav/0082.wav,Timer 2,Ticking of a small kitchen timer but can be suitable for a bomb,0082.wav,
https://bigsoundbank.com/detail-0447-iphone-touch-sound.html,https://bigsoundbank.com/UPLOAD/wav/0447.wav,iPhone - Touch sound 1,Sound emitted by the Apple iPhone when pressing keys on the keyboard.,0447.wav,
https://bigsoundbank.com/detail-1145-truck-engine.html,https://bigsoundbank.com/UPLOAD/wav/1145.wav,Truck engine,Noise of Iveco Daily 3.0 40C14 HPI diesel engine,1145.wav,
https://bigsoundbank.com/detail-2036-spaceship-passage-5.html,https://bigsoundbank.com/UPLOAD/wav/2036.wav,Spaceship passage 5,"The passage of a spaceship. In reality, sound needs air to move: In the absence of air in space, no sound. Except at the cinema...",2036.wav,
https://bigsoundbank.com/detail-0112-barking-dog-inside.html,https://bigsoundbank.com/UPLOAD/wav/0112.wav,Barking dog inside,German shepherd barking in a house. Recording indoors.,0112.wav,
https://bigsoundbank.com/detail-0718-toothbrush.html,https://bigsoundbank.com/UPLOAD/wav/0718.wav,Toothbrush,Man brushing teeth.,0718.wav,
https://bigsoundbank.com/detail-0605-gnashing.html,https://bigsoundbank.com/UPLOAD/wav/0605.wav,Gnashing,Grinding of a door spring.,0605.wav,
https://bigsoundbank.com/detail-1301-steps-on-the-twigs.html,https://bigsoundbank.com/UPLOAD/wav/1301.wav,Steps on the twigs,Ten steps on the twigs. A record in the forest.,1301.wav,
https://bigsoundbank.com/detail-0146-strong-wind-1.html,https://bigsoundbank.com/UPLOAD/wav/0146.wav,Strong wind 1,,0146.wav,
https://bigsoundbank.com/detail-0243-heartbeat-1.html,https://bigsoundbank.com/UPLOAD/wav/0243.wav,Heartbeat 1,,0243.wav,
https://bigsoundbank.com/detail-1298-truck-reverse-beep.html,https://bigsoundbank.com/UPLOAD/wav/1298.wav,Reverse beeping 1,Beep of a truck goes back. This sound was made on computer. It is a triangular wave of frequency 1200 Hz.,1298.wav,
https://bigsoundbank.com/detail-0481-atmosphere-bar-2.html,https://bigsoundbank.com/UPLOAD/wav/0481.wav,Atmosphere Bar 2,Atmosphere of a small coffee I made while filming a short film. Miking performed with a Fostex PD4 with SQN mixer in upstream and micro Neumann KM 140,0481.wav,
https://bigsoundbank.com/detail-2531-counter-bell-3.html,https://bigsoundbank.com/UPLOAD/wav/2531.wav,Counter bell 3,"An all-metal counter bell ringing, such as one finds in hotels or bars.",2531.wav,
https://bigsoundbank.com/detail-2394-trigger-of-camera-1.html,https://bigsoundbank.com/UPLOAD/wav/2394.wav,Trigger of camera 1,Trigger camera SLR type (Nikon D70S). Standard noise.,2394.wav,
https://bigsoundbank.com/detail-0994-church-bells-10-hours.html,https://bigsoundbank.com/UPLOAD/wav/0994.wav,Church bells 10 hours,10 hours by the bells of the church of Illiers Combray (France). Slight rumor.,0994.wav,
https://bigsoundbank.com/detail-0533-scooter-passage.html,https://bigsoundbank.com/UPLOAD/wav/0533.wav,Scooter passage,Noise of rapid passage of a scooter.,0533.wav,
https://bigsoundbank.com/detail-2134-zapping.html,https://bigsoundbank.com/UPLOAD/wav/2134.wav,Zapping,0.4 second white noise that is placed between two images when zapping.,2134.wav,
https://bigsoundbank.com/detail-0501-small-airplane-moving-away.html,https://bigsoundbank.com/UPLOAD/wav/0501.wav,Small airplane moving away,"Distance of a small propeller plane. Only after its passage over my head, we can only hear its distance. Until a bird flies away and forces me to cut the recording.",0501.wav,
https://bigsoundbank.com/detail-0998-frogs-2.html,https://bigsoundbank.com/UPLOAD/wav/0998.wav,Frogs 2,Many frogs sing near a pond in the city center. Sound recording at 2 meters. Sound of a waterfall in the background.,0998.wav,
